 year,LAI,gpp_yr,NPP_yr,Ra_yr,Rh_yr,    ET,rain_yr,transp_yr,evap_yr,runoff_yr,GL_yr,       GW_yr,GR_yr,Pool1,Pool2,Pool3,Pool4,Pool5,      Pool6,Pool7,Pool8,out1_yr,out2_yr,out3_yr,      out4_yr,out5_yr,out6_yr,out7_yr,out8_yr,        simuCH4_yr,Pro_sum_yr,Oxi_sum_yr,Fdifu1_yr,    Ebu_sum_unsat_yr,Ebu_sum_sat_yr,Pla_sum_yr
   2012,         0.7832,       560.4269,       265.2303,       294.0951,       399.8586,         0.0000,       660.5292,        50.6805,       364.9275,       363.5808,       155.0851,        22.2990,        87.8462,       122.8245,       195.0816,       164.9812,       248.2583,       278.2452,       452.3523,     83895.3047,     71916.6641,       153.5305,        23.0735,        80.5692,       228.9277,        21.7936,       321.0690,       355.9687,        17.3019,        22.2070,        34.6360,         5.6046,         7.5086,         1.3234,         7.5805,         7.1179,
   2013,         0.7691,       467.2661,       236.8054,       232.8934,       375.1968,         0.0000,       586.8200,        38.6820,       283.5395,       376.4081,       141.8296,        21.3627,        73.6129,       115.1069,       193.4036,       161.9895,       259.4564,       277.2351,       451.6689,     83669.0938,     71992.2734,       143.8836,        23.4998,        81.5277,       223.6742,        20.2871,       299.2298,       331.1773,        16.1581,        22.0264,        32.7647,         3.6802,         7.5323,         0.0000,         7.7738,         6.7203,
   2011,         0.7654,       506.9827,       241.9179,       264.1532,       417.4877,         0.0006,       647.3796,        42.8128,       356.7573,       364.7349,       143.4921,        22.0651,        76.3608,       115.2246,       192.0153,       157.7484,       250.8690,       275.4064,       451.7307,     83424.1641,     72066.9922,       144.0307,        22.7837,        77.3879,       241.7279,        22.7351,       337.8044,       372.6955,        18.2559,        25.9981,        37.9885,         4.2842,         9.1215,         0.3955,         9.2239,         7.6527,
   2012,         0.7780,       557.1732,       263.7653,       292.2135,       395.7701,         0.0000,       660.5292,        50.3528,       364.6816,       363.8687,       154.1521,        22.1899,        87.4235,       121.8554,       191.6061,       163.4892,       245.4906,       272.4117,       447.4047,     83172.7500,     72143.2891,       152.3193,        22.6644,        79.8469,       226.3937,        21.3374,       317.5864,       352.9215,        17.3571,        22.1213,        34.2837,         5.5497,         7.4692,         1.3015,         7.6011,         7.0510,
   2013,         0.7652,       465.2928,       235.8404,       231.9422,       371.7399,         0.0000,       586.8200,        38.5002,       283.3806,       376.5595,       141.2033,        21.2727,        73.3645,       114.4428,       190.2276,       160.8272,       257.1908,       271.4898,       447.1390,     82941.0547,     72214.3984,       143.0536,        23.1140,        80.9435,       221.7377,        19.8669,       296.2525,       328.3237,        16.2086,        21.8640,        32.4627,         3.6724,         7.4930,         0.0000,         7.7254,         6.6455,
   2011,         0.7620,       505.1445,       241.0091,       263.2595,       413.9516,         0.0005,       647.3796,        42.6410,       356.6521,       364.7920,       142.8773,        21.9926,        76.1393,       114.6740,       189.1240,       156.8545,       249.1418,       269.7980,       447.6182,     82706.2812,     72291.4453,       143.3426,        22.4413,        76.9517,       240.0768,        22.2730,       334.7563,       369.4881,        18.3129,        25.7777,        37.6717,         4.2293,         9.0039,         0.3851,         9.2087,         7.5650,
   2012,         0.7747,       555.2079,       262.7295,       291.2161,       392.7280,         0.0000,       660.5292,        50.1546,       364.5390,       364.0246,       153.4542,        22.1213,        87.1538,       121.2965,       188.9722,       162.7352,       244.1107,       266.9793,       443.6700,     82455.9062,     72367.5391,       151.6206,        22.3537,        79.4821,       225.1298,        20.9128,       314.9626,       349.8892,        17.4112,        21.8332,        34.0214,         5.5149,         7.3748,         1.2604,         7.4635,         6.9950,
   2013,         0.7620,       463.6771,       234.9320,       231.1672,       369.0507,         0.0000,       586.8200,        38.3515,       283.2656,       376.6671,       140.5678,        21.2375,        73.1266,       113.9325,       187.8443,       160.1707,       255.9249,       266.1983,       443.6569,     82232.0156,     72435.2656,       142.4160,        22.8247,        80.6139,       220.6497,        19.4802,       293.9527,       325.4936,        16.2585,        21.7030,        32.2274,         3.6632,         7.4319,         0.0000,         7.6764,         6.5947,
   2011,         0.7590,       503.4756,       240.1416,       262.3789,       411.0987,         0.0005,       647.3796,        42.4852,       356.5591,       364.8415,       142.2897,        21.9563,        75.8956,       114.1798,       186.9777,       156.2638,       247.9929,       264.6750,       444.2994,     81990.3828,     72509.0391,       142.7247,        22.1872,        76.6646,       238.9697,        21.8509,       332.2901,       366.3086,        18.3694,        25.5865,        37.4078,         4.2549,         8.9554,         0.3671,         9.1184,         7.5127,
   2012,         0.7718,       553.4812,       261.8700,       290.2740,       390.0859,         0.0000,       660.5292,        49.9805,       364.4133,       364.1629,       152.8784,        22.0642,        86.9273,       120.8057,       187.0125,       162.1785,       243.0543,       262.0642,       440.5063,     81749.5781,     72583.5547,       151.0066,        22.1228,        79.2138,       224.1525,        20.5289,       312.7223,       346.8800,        17.4647,        21.7234,        33.7902,         5.5132,         7.3526,         1.2837,         7.4174,         6.9533,
   2013,         0.7596,       462.4861,       234.3047,       230.5319,       366.5775,         0.0000,       586.8200,        38.2420,       283.1747,       376.7499,       140.1489,        21.2034,        72.9526,       113.5430,       186.0638,       159.6784,       254.9089,       261.4637,       440.5684,     81517.6250,     72653.2812,       141.9291,        22.6085,        80.3667,       219.7697,        19.1344,       291.9160,       322.6858,        16.3080,        21.5302,        32.0144,         3.6250,         7.3867,         0.0000,         7.6076,         6.5359,
   2014,         0.7525,       489.7013,       235.9665,       253.2935,       377.4789,         0.0000,       661.7982,        37.6447,       290.7741,       422.1620,       140.0994,        23.7669,        72.1001,       112.9029,       186.4587,       154.2995,       254.0134,       261.0889,       442.5258,     81292.3750,     72724.1641,       141.1288,        22.0118,        75.3674,       225.2723,        19.7667,       303.3491,       332.8493,        16.8848,        24.2203,        34.3700,         3.3980,         8.2423,         0.0000,         8.9476,         7.0305,
   2015,         0.9284,       636.5439,       323.1660,       309.4934,       388.1314,         0.0279,       717.0987,        60.6625,       339.9011,       417.1461,       183.3655,        28.8177,       110.9829,       129.1449,       191.9203,       173.3189,       255.5483,       258.9434,       442.8322,     81068.8438,     72791.8906,       157.7867,        20.3222,        76.9684,       234.2803,        20.2397,       310.9639,       339.7490,        17.3031,        24.3764,        36.1287,         4.1951,         8.1947,         0.0000,         8.6706,         7.5112,
   2016,         1.0903,       747.9260,       389.5821,       348.0612,       445.9042,         0.0299,       697.7492,        87.5162,       411.2559,       317.1833,       219.8091,        34.1511,       135.6218,       157.4555,       201.3138,       208.4218,       265.6538,       255.8148,       445.5956,     80804.3672,     72880.3359,       196.2561,        22.2640,        95.8691,       277.5065,        22.7417,       357.1403,       386.0635,        19.7467,        30.2544,        43.5876,         4.3798,        10.5457,         0.2078,        10.6723,         9.0364,
   2017,         1.1576,       774.1968,       399.7864,       370.2752,       425.9734,         0.0000,       640.8001,        91.4014,       414.5804,       262.2329,       228.8538,        35.1195,       135.8131,       175.8162,       213.4810,       241.4288,       298.8712,       253.3858,       453.9520,     80536.3750,     72964.1641,       219.0574,        23.7124,       111.3413,       285.5253,        20.3730,       330.0091,       348.6752,        17.9134,        24.0870,        37.3603,         5.0401,         6.1494,         0.0000,         9.7577,         8.1799,
   2018,         1.0682,       665.9518,       340.7319,       323.2066,       403.8039,         0.0000,       634.2989,        83.6428,       310.7843,       366.3975,       196.1254,        34.3657,       110.2406,       171.7996,       226.6775,       257.9432,       339.1175,       253.4066,       471.4449,     80311.0312,     73033.3750,       209.1248,        23.0997,       108.7489,       291.9533,        18.4470,       308.7160,       312.2005,        16.1013,        23.2935,        35.2056,         4.1024,         7.3498,         0.3840,         8.4624,         7.4813,
