 year,LAI,gpp_yr,NPP_yr,Ra_yr,Rh_yr,    ET,rain_yr,transp_yr,evap_yr,runoff_yr,GL_yr,       GW_yr,GR_yr,Pool1,Pool2,Pool3,Pool4,Pool5,      Pool6,Pool7,Pool8,out1_yr,out2_yr,out3_yr,      out4_yr,out5_yr,out6_yr,out7_yr,out8_yr,        simuCH4_yr,Pro_sum_yr,Oxi_sum_yr,Fdifu1_yr,    Ebu_sum_unsat_yr,Ebu_sum_sat_yr,Pla_sum_yr
   2011,         1.0411,       604.1747,       278.2693,       407.0537,       347.4706,         0.0026,       647.3796,        52.1531,       361.6739,       397.1613,       169.1344,        26.9280,        82.2065,       144.3569,       119.2324,       189.1093,       158.5573,       300.3532,       361.3358,     86414.7344,     71149.9219,       138.8015,        27.3663,        92.9222,       157.0527,        24.8043,       270.8619,       386.1008,        18.0265,        13.3289,        31.8080,         3.0797,         7.2276,         0.0000,         0.0000,         6.1013,
   2012,         1.0677,       677.4586,       274.1911,       403.9907,       367.4656,         0.0001,       660.5292,        62.8308,       374.4591,       354.6346,       160.6834,        22.7016,        90.8064,       163.0820,       116.5250,       186.4487,       221.5869,       298.9519,       390.3634,     86111.3594,     71224.2188,       156.8095,        26.5927,        90.9677,       206.1071,        23.3949,       278.0749,       364.9895,        17.1176,        12.8369,        31.8769,         4.6462,         6.2351,         0.7193,         0.9387,         5.6631,
   2013,         1.0775,       577.2506,       257.8939,       321.7805,       366.8352,         0.0000,       586.8200,        49.1915,       293.0862,       366.7562,       152.9426,        20.9902,        83.9609,       157.5769,       111.4786,       180.5829,       258.7534,       298.9912,       419.8596,     85862.9219,     71298.3984,       151.5164,        26.1658,        90.8171,       224.1918,        21.8746,       279.3154,       339.7613,        15.9991,        19.7450,        32.0336,         3.5926,         7.1855,         0.0000,         6.3313,         6.2282,
   2011,         1.0750,       632.1985,       260.5268,       370.5746,       421.9281,         0.0030,       647.3796,        54.9562,       365.0198,       359.5154,       153.3039,        21.4446,        85.7786,       159.8171,       107.4277,       177.2383,       262.6155,       297.3610,       442.1236,     85606.6406,     71380.2734,       153.6702,        24.5636,        86.6952,       253.6832,        24.5113,       331.1300,       381.8817,        18.0554,        25.6133,        38.3552,         4.2626,         9.1096,         0.3852,         8.8438,         7.6598,
   2012,         1.0768,       682.8152,       273.5459,       409.1752,       406.7537,         0.0000,       660.5292,        63.3973,       374.7586,       352.8234,       159.4441,        22.8204,        91.2814,       165.5534,       105.7527,       180.5675,       261.2394,       293.9345,       451.9862,     85341.0234,     71456.8906,       159.1860,        24.0649,        87.8536,       240.9729,        22.9725,       320.6349,       361.3640,        17.1552,        22.0146,        35.1397,         5.7157,         7.5299,         1.3746,         7.3083,         7.1765,
   2013,         1.0781,       577.6110,       257.6255,       321.6665,       385.3919,         0.0000,       586.8200,        49.2302,       293.3676,       367.5199,       152.1507,        21.0951,        84.3802,       158.0338,       103.0230,       177.3477,       273.9561,       292.5291,       458.7480,     85111.6875,     71530.3828,       151.9556,        24.1813,        89.1902,       236.5972,        21.3962,       304.1355,       336.8038,        16.0508,        22.4679,        33.6174,         3.7776,         7.6789,         0.0000,         8.0060,         6.7829,
   2011,         1.0737,       631.5505,       260.3306,       370.0593,       431.3955,         0.0030,       647.3796,        54.8919,       365.0063,       359.6740,       152.8824,        21.4897,        85.9588,       159.6694,       100.8036,       175.5144,       267.7787,       289.9593,       463.4661,     84863.5859,     71608.7188,       153.5284,        23.0447,        85.8455,       258.3697,        23.8973,       346.3524,       378.5826,        18.1137,        26.2978,        39.2039,         4.3988,         9.3877,         0.4022,         9.0777,         7.8323,
   2012,         1.0745,       681.5917,       273.0050,       408.4276,       409.9312,         0.0000,       660.5292,        63.2638,       374.6832,       352.8853,       158.9367,        22.8136,        91.2545,       165.1775,       100.4947,       179.5589,       262.4846,       286.0131,       461.9694,     84610.9219,     71685.9922,       158.8247,        22.8655,        87.3614,       242.0282,        22.3516,       327.3889,       358.2607,        17.2107,        22.6418,        35.4146,         5.7746,         7.6347,         1.3759,         7.7853,         7.2218,
   2013,         1.0753,       576.3937,       257.1235,       320.8424,       385.7068,         0.0000,       586.8200,        49.1103,       293.2889,       367.5934,       151.6665,        21.0914,        84.3656,       157.6041,        98.8406,       176.7150,       273.8210,       284.2986,       462.7829,     84376.2891,     71759.3125,       151.5424,        23.1996,        88.8724,       236.4368,        20.7927,       306.6086,       333.9148,        16.1024,        22.7045,        33.6405,         3.8023,         7.7346,         0.0000,         8.1738,         6.7961,
   2011,         1.0711,       630.3268,       259.8969,       369.1889,       430.1913,         0.0029,       647.3796,        54.7691,       364.9421,       359.7160,       152.5076,        21.4778,        85.9114,       159.2412,        97.4838,       175.1028,       267.1884,       281.6348,       464.1363,     84135.2422,     71837.1406,       153.1167,        22.2843,        85.6452,       257.7813,        23.2107,       346.7283,       375.3428,        18.1720,        26.8247,        39.0930,         4.3531,         9.3506,         0.4024,         9.6222,         7.8519,
