 day,wcl1,wcl2,wcl3,wcl4,wcl5,wcl6,wcl7,wcl8,wcl9,wcl10,liq_water1,liq_water2,liq_water3, liq_water4,liq_water5,liq_water6,liq_water7,liq_water8,liq_water9,liq_water10,ice1,ice2,ice3,ice4, ice5,ice6,ice7,ice8,ice9,ice10,zwt
     29,         0.9280,         0.9479,         0.9483,         0.9486,         0.9487,         0.9500,         0.9501,         0.9501,         0.9501,         0.9501,         0.0928,         0.0948,         0.0948,         0.0949,         0.0949,         0.1900,         0.1900,         0.1900,         0.1900,         0.1900,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -54.4120
     30,         0.9269,         0.9477,         0.9483,         0.9486,         0.9487,         0.9500,         0.9500,         0.9501,         0.9501,         0.9501,         0.0927,         0.0948,         0.0948,         0.0949,         0.0949,         0.1900,         0.1900,         0.1900,         0.1900,         0.1900,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -54.5588
     31,         0.9256,         0.9475,         0.9482,         0.9485,         0.9487,         0.9500,         0.9500,         0.9501,         0.9501,         0.9501,         0.0926,         0.0948,         0.0948,         0.0949,         0.0949,         0.1900,         0.1900,         0.1900,         0.1900,         0.1900,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -54.8691
     32,         0.9240,         0.9473,         0.9480,         0.9484,         0.9487,         0.9500,         0.9500,         0.9501,         0.9501,         0.9501,         0.0924,         0.0947,         0.0948,         0.0948,         0.0949,         0.1900,         0.1900,         0.1900,         0.1900,         0.1900,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -55.2230
     33,         0.9221,         0.9469,         0.9478,         0.9483,         0.9486,         0.9500,         0.9500,         0.9501,         0.9501,         0.9501,         0.0922,         0.0947,         0.0948,         0.0948,         0.0949,         0.1900,         0.1900,         0.1900,         0.1900,         0.1900,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -55.6525
     34,         0.9197,         0.9465,         0.9476,         0.9482,         0.9486,         0.9500,         0.9500,         0.9501,         0.9501,         0.9501,         0.0920,         0.0946,         0.0948,         0.0948,         0.0949,         0.1900,         0.1900,         0.1900,         0.1900,         0.1900,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -56.3193
     35,         0.9187,         0.9468,         0.9478,         0.9483,         0.9486,         0.9500,         0.9500,         0.9501,         0.9501,         0.9501,         0.0919,         0.0947,         0.0948,         0.0948,         0.0949,         0.1900,         0.1900,         0.1900,         0.1900,         0.1900,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -56.6314
     36,         0.9170,         0.9467,         0.9477,         0.9483,         0.9486,         0.9500,         0.9500,         0.9501,         0.9501,         0.9501,         0.0917,         0.0947,         0.0948,         0.0948,         0.0949,         0.1900,         0.1900,         0.1900,         0.1900,         0.1900,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -56.7918
     37,         0.9151,         0.9465,         0.9476,         0.9482,         0.9486,         0.9500,         0.9500,         0.9501,         0.9501,         0.9501,         0.0915,         0.0946,         0.0948,         0.0948,         0.0949,         0.1900,         0.1900,         0.1900,         0.1900,         0.1900,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -57.1672
     38,         0.9130,         0.9463,         0.9475,         0.9482,         0.9485,         0.9500,         0.9500,         0.9501,         0.9501,         0.9501,         0.0913,         0.0946,         0.0947,         0.0948,         0.0949,         0.1900,         0.1900,         0.1900,         0.1900,         0.1900,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -57.6587
     39,         0.9105,         0.9459,         0.9473,         0.9481,         0.9485,         0.9500,         0.9500,         0.9501,         0.9501,         0.9501,         0.0911,         0.0946,         0.0947,         0.0948,         0.0948,         0.1900,         0.1900,         0.1900,         0.1900,         0.1900,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -58.1176
     40,         0.9083,         0.9458,         0.9472,         0.9480,         0.9485,         0.9500,         0.9500,         0.9501,         0.9501,         0.9501,         0.0908,         0.0946,         0.0947,         0.0948,         0.0948,         0.1900,         0.1900,         0.1900,         0.1900,         0.1900,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -58.6776
     41,         0.9063,         0.9459,         0.9472,         0.9480,         0.9485,         0.9500,         0.9500,         0.9501,         0.9501,         0.9501,         0.0906,         0.0946,         0.0947,         0.0948,         0.0948,         0.1900,         0.1900,         0.1900,         0.1900,         0.1900,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -59.0921
     42,         0.9044,         0.9460,         0.9473,         0.9480,         0.9485,         0.9500,         0.9500,         0.9501,         0.9501,         0.9501,         0.0905,         0.0946,         0.0947,         0.0948,         0.0948,         0.1900,         0.1900,         0.1900,         0.1900,         0.1900,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -59.3957
     43,         0.9028,         0.9461,         0.9474,         0.9481,         0.9485,         0.9500,         0.9500,         0.9501,         0.9501,         0.9501,         0.0903,         0.0946,         0.0947,         0.0948,         0.0949,         0.1900,         0.1900,         0.1900,         0.1900,         0.1900,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -59.7072
     44,         0.9529,         0.9457,         0.9471,         0.9480,         0.9484,         0.9500,         0.9500,         0.9500,         0.9501,         0.9501,         0.0953,         0.0946,         0.0947,         0.0948,         0.0948,         0.1900,         0.1900,         0.1900,         0.1900,         0.1900,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -50.5642
     45,         0.9529,         0.9458,         0.9472,         0.9480,         0.9485,         0.9500,         0.9500,         0.9501,         0.9501,         0.9501,         0.0953,         0.0946,         0.0947,         0.0948,         0.0948,         0.1900,         0.1900,         0.1900,         0.1900,         0.1900,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,        -1.3546
     46,         0.9529,         0.9457,         0.9471,         0.9479,         0.9484,         0.9500,         0.9500,         0.9501,         0.9501,         0.9501,         0.0953,         0.0946,         0.0947,         0.0948,         0.0948,         0.1900,         0.1900,         0.1900,         0.1900,         0.1900,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         1.9812
     47,         0.9527,         0.9443,         0.9464,         0.9476,         0.9482,         0.9499,         0.9500,         0.9500,         0.9501,         0.9501,         0.0953,         0.0944,         0.0946,         0.0948,         0.0948,         0.1900,         0.1900,         0.1900,         0.1900,         0.1900,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         3.1610
     48,         0.9529,         0.9449,         0.9466,         0.9477,         0.9483,         0.9499,         0.9500,         0.9500,         0.9501,         0.9501,         0.0953,         0.0945,         0.0947,         0.0948,         0.0948,         0.1900,         0.1900,         0.1900,         0.1900,         0.1900,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.9427
     49,         0.9529,         0.9445,         0.9465,         0.9476,         0.9483,         0.9499,         0.9500,         0.9500,         0.9501,         0.9501,         0.0953,         0.0945,         0.0946,         0.0948,         0.0948,         0.1900,         0.1900,         0.1900,         0.1900,         0.1900,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -11.4716
     50,         0.9529,         0.9450,         0.9467,         0.9477,         0.9483,         0.9499,         0.9500,         0.9501,         0.9501,         0.9501,         0.0953,         0.0945,         0.0947,         0.0948,         0.0948,         0.1900,         0.1900,         0.1900,         0.1900,         0.1900,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -22.0756
     51,         0.9528,         0.9446,         0.9465,         0.9476,         0.9483,         0.9499,         0.9500,         0.9501,         0.9501,         0.9501,         0.0953,         0.0945,         0.0946,         0.0948,         0.0948,         0.1900,         0.1900,         0.1900,         0.1900,         0.1900,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -27.6273
     52,         0.9529,         0.9441,         0.9462,         0.9475,         0.9482,         0.9499,         0.9500,         0.9500,         0.9501,         0.9501,         0.0953,         0.0944,         0.0946,         0.0947,         0.0948,         0.1900,         0.1900,         0.1900,         0.1900,         0.1900,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -32.6919
     53,         0.9529,         0.9443,         0.9463,         0.9475,         0.9482,         0.9499,         0.9500,         0.9501,         0.9501,         0.9501,         0.0953,         0.0944,         0.0946,         0.0947,         0.0948,         0.1900,         0.1900,         0.1900,         0.1900,         0.1900,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -36.3921
     54,         0.9529,         0.9450,         0.9466,         0.9477,         0.9483,         0.9499,         0.9500,         0.9501,         0.9501,         0.9501,         0.0953,         0.0945,         0.0947,         0.0948,         0.0948,         0.1900,         0.1900,         0.1900,         0.1900,         0.1900,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -38.7966
     55,         0.9529,         0.9450,         0.9466,         0.9477,         0.9483,         0.9499,         0.9500,         0.9501,         0.9501,         0.9501,         0.0953,         0.0945,         0.0947,         0.0948,         0.0948,         0.1900,         0.1900,         0.1900,         0.1900,         0.1900,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -40.6122
     56,         0.9529,         0.9452,         0.9467,         0.9477,         0.9483,         0.9499,         0.9500,         0.9501,         0.9501,         0.9501,         0.0953,         0.0945,         0.0947,         0.0948,         0.0948,         0.1900,         0.1900,         0.1900,         0.1900,         0.1900,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -42.4415
     57,         0.9529,         0.9454,         0.9469,         0.9478,         0.9484,         0.9499,         0.9500,         0.9501,         0.9501,         0.9501,         0.0953,         0.0945,         0.0947,         0.0948,         0.0948,         0.1900,         0.1900,         0.1900,         0.1900,         0.1900,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -43.8215
     58,         0.9529,         0.9454,         0.9469,         0.9478,         0.9484,         0.9499,         0.9500,         0.9501,         0.9501,         0.9501,         0.0953,         0.0945,         0.0947,         0.0948,         0.0948,         0.1900,         0.1900,         0.1900,         0.1900,         0.1900,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -45.0339
     59,         0.9529,         0.9450,         0.9467,         0.9477,         0.9483,         0.9499,         0.9500,         0.9500,         0.9501,         0.9501,         0.0953,         0.0945,         0.0947,         0.0948,         0.0948,         0.1900,         0.1900,         0.1900,         0.1900,         0.1900,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -46.3298
     60,         0.9529,         0.9446,         0.9465,         0.9476,         0.9483,         0.9499,         0.9500,         0.9500,         0.9501,         0.9501,         0.0953,         0.0945,         0.0946,         0.0948,         0.0948,         0.1900,         0.1900,         0.1900,         0.1900,         0.1900,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -47.6801
     61,         0.9529,         0.9448,         0.9466,         0.9476,         0.9483,         0.9499,         0.9500,         0.9501,         0.9501,         0.9501,         0.0953,         0.0945,         0.0947,         0.0948,         0.0948,         0.1900,         0.1900,         0.1900,         0.1900,         0.1900,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -48.7451
     62,         0.9529,         0.9449,         0.9466,         0.9477,         0.9483,         0.9499,         0.9500,         0.9501,         0.9501,         0.9501,         0.0953,         0.0945,         0.0947,         0.0948,         0.0948,         0.1900,         0.1900,         0.1900,         0.1900,         0.1900,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -49.5317
     63,         0.9529,         0.9447,         0.9465,         0.9476,         0.9483,         0.9499,         0.9500,         0.9501,         0.9501,         0.9501,         0.0953,         0.0945,         0.0946,         0.0948,         0.0948,         0.1900,         0.1900,         0.1900,         0.1900,         0.1900,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -50.1626
     64,         0.9496,         0.9444,         0.9463,         0.9475,         0.9482,         0.9499,         0.9500,         0.9500,         0.9501,         0.9501,         0.0950,         0.0944,         0.0946,         0.0948,         0.0948,         0.1900,         0.1900,         0.1900,         0.1900,         0.1900,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -50.9621
     65,         0.9469,         0.9446,         0.9465,         0.9476,         0.9483,         0.9499,         0.9500,         0.9501,         0.9501,         0.9501,         0.0947,         0.0945,         0.0946,         0.0948,         0.0948,         0.1900,         0.1900,         0.1900,         0.1900,         0.1900,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -51.7643
     66,         0.9434,         0.9444,         0.9463,         0.9475,         0.9482,         0.9499,         0.9500,         0.9500,         0.9501,         0.9501,         0.0943,         0.0944,         0.0946,         0.0948,         0.0948,         0.1900,         0.1900,         0.1900,         0.1900,         0.1900,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -52.2789
     67,         0.9396,         0.9441,         0.9461,         0.9474,         0.9482,         0.9499,         0.9500,         0.9500,         0.9501,         0.9501,         0.0940,         0.0944,         0.0946,         0.0947,         0.0948,         0.1900,         0.1900,         0.1900,         0.1900,         0.1900,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -53.1482
     68,         0.9357,         0.9438,         0.9460,         0.9473,         0.9481,         0.9499,         0.9500,         0.9500,         0.9501,         0.9501,         0.0936,         0.0944,         0.0946,         0.0947,         0.0948,         0.1900,         0.1900,         0.1900,         0.1900,         0.1900,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -54.0244
     69,         0.9318,         0.9437,         0.9459,         0.9473,         0.9481,         0.9499,         0.9500,         0.9501,         0.9501,         0.9501,         0.0932,         0.0944,         0.0946,         0.0947,         0.0948,         0.1900,         0.1900,         0.1900,         0.1900,         0.1900,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -54.8639
     70,         0.9281,         0.9423,         0.9452,         0.9469,         0.9479,         0.9499,         0.9500,         0.9500,         0.9501,         0.9501,         0.0926,         0.0942,         0.0945,         0.0947,         0.0948,         0.1900,         0.1900,         0.1900,         0.1900,         0.1900,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -55.9296
     71,         0.9335,         0.9430,         0.9455,         0.9470,         0.9480,         0.9499,         0.9500,         0.9500,         0.9501,         0.9501,         0.0934,         0.0943,         0.0945,         0.0947,         0.0948,         0.1900,         0.1900,         0.1900,         0.1900,         0.1900,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -55.7624
     72,         0.9299,         0.9434,         0.9457,         0.9471,         0.9480,         0.9499,         0.9500,         0.9500,         0.9501,         0.9501,         0.0930,         0.0943,         0.0946,         0.0947,         0.0948,         0.1900,         0.1900,         0.1900,         0.1900,         0.1900,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -55.5681
